names,dates
Midoriya Izuku,26 Oct 2022
Kirishima Eijirou,26 Oct 2022
Kaminari Denki,26 Oct 2022
Iida Tenya,26 Oct 2022
Sero Hanta,26 Oct 2022
Shinsou Hitoshi,26 Oct 2022
Yagi Toshinori | All Might,26 Oct 2022
Aizawa Shouta | Eraserhead,26 Oct 2022
Mineta Minoru,26 Oct 2022
Uraraka Ochako,26 Oct 2022
Yaoyorozu Momo,26 Oct 2022
Asui Tsuyu,26 Oct 2022
Ashido Mina,26 Oct 2022
Aoyama Yuuga,26 Oct 2022
Ojiro Mashirao,26 Oct 2022
Satou Rikidou,26 Oct 2022
Shouji Mezou,26 Oct 2022
Jirou Kyouka,26 Oct 2022
Tokoyami Fumikage,26 Oct 2022
Hagakure Tooru,26 Oct 2022
Yamada Hizashi | Present Mic,26 Oct 2022
Ishiyama Ken | Cementoss,26 Oct 2022
Kayama Nemuri | Midnight,26 Oct 2022
Ectoplasm (My Hero Academia),26 Oct 2022
Kouda Kouji,26 Oct 2022
Todoroki Shouto,26 Oct 2022
Mineta Minoru,26 Oct 2022
Yaoyorozu Momo,26 Oct 2022
Midoriya Izuku,26 Oct 2022
Ashido Mina,26 Oct 2022
Sero Hanta,26 Oct 2022
Ojiro Mashirao,26 Oct 2022
Shigaraki Tomura | Shimura Tenko,26 Oct 2022
Original Male Character(s),26 Oct 2022
Original Trans Character(s),26 Oct 2022
Dabi | Todoroki Touya,26 Oct 2022
Toga Himiko,26 Oct 2022
Bubaigawara Jin | Twice,26 Oct 2022
Kurogiri (My Hero Academia),26 Oct 2022
Amajiki Tamaki,26 Oct 2022
Iguchi Shuuichi | Spinner,26 Oct 2022
Sako Atsuhiro | Mr. Compress,26 Oct 2022
Bakugou Katsuki,26 Oct 2022
Shinsou Hitoshi,26 Oct 2022
Kaminari Denki,26 Oct 2022
Tatsuma Ryuuko | Ryuukyuu,26 Oct 2022
Fukukado Emi | Ms. Joke,26 Oct 2022
Bakugou Katsuki,26 Oct 2022
Midoriya Izuku,26 Oct 2022
Ashido Mina,26 Oct 2022
Uraraka Ochako,26 Oct 2022
Kaminari Denki,26 Oct 2022
Todoroki Shouto,26 Oct 2022
Sero Hanta,26 Oct 2022
Todoroki Shouto,26 Oct 2022
Bakugou Katsuki,26 Oct 2022
Kirishima Eijirou,26 Oct 2022
Midoriya Izuku,26 Oct 2022
Yoichi | First One For All User (My Hero Academia),24 Oct 2022
Sensei | All For One,24 Oct 2022
Shigaraki Tomura | Shimura Tenko,24 Oct 2022
Shigaraki Tomura | Shimura Tenko's Parents,24 Oct 2022
Shimura Hana,24 Oct 2022
Uraraka Ochako,24 Oct 2022
Midoriya Izuku,24 Oct 2022
Toyomitsu Taishirou | Fat Gum,24 Oct 2022
Reader,24 Oct 2022
Bakugou Katsuki,24 Oct 2022
Midoriya Izuku,24 Oct 2022
Kirishima Eijirou,24 Oct 2022
Kaminari Denki,24 Oct 2022
Sero Hanta,24 Oct 2022
Uraraka Ochako,24 Oct 2022
Todoroki Shouto,24 Oct 2022
Toga Himiko,24 Oct 2022
Midoriya Izuku,24 Oct 2022
Midoriya Inko,24 Oct 2022
Bakugou Katsuki,24 Oct 2022
Uraraka Ochako,24 Oct 2022
Iida Tenya,24 Oct 2022
Aizawa Shouta | Eraserhead,24 Oct 2022
Bakugou Katsuki,24 Oct 2022
Okuta Kagerou | Giran,24 Oct 2022
Original Female Character(s),24 Oct 2022
Shigaraki Tomura | Shimura Tenko,24 Oct 2022
Takami Keigo | Hawks,24 Oct 2022
Chisaki Kai | Overhaul,24 Oct 2022
Dabi | Todoroki Touya,24 Oct 2022
Midoriya Izuku,24 Oct 2022
Midoriya Inko,24 Oct 2022
Aizawa Shouta | Eraserhead,24 Oct 2022
Aizawa Shouta | Eraserhead's Family,24 Oct 2022
Shie Hassaikai | Eight Precepts of Death,24 Oct 2022
Geralt z Rivii | Geralt of Rivia,24 Oct 2022
Danny Fenton,24 Oct 2022
Morticia Addams,24 Oct 2022
Gomez Addams,24 Oct 2022
Aizawa Shouta | Eraserhead,24 Oct 2022
Thanatos (Hades Video Game),24 Oct 2022
Batfamily Members,24 Oct 2022
Dabi | Todoroki Touya,24 Oct 2022
Toga Himiko,24 Oct 2022
Shigaraki Tomura | Shimura Tenko,24 Oct 2022
Iguchi Shuuichi | Spinner,24 Oct 2022
Bubaigawara Jin | Twice,24 Oct 2022
Midoriya Izuku,24 Oct 2022
Bakugou Katsuki,24 Oct 2022
Midoriya Izuku,24 Oct 2022
Bakugou Katsuki,24 Oct 2022
Bakugou Katsuki's Parents,24 Oct 2022
Midoriya Hisashi,24 Oct 2022
Aizawa Shouta | Eraserhead,24 Oct 2022
Yamada Hizashi | Present Mic,24 Oct 2022
Class 1-A (My Hero Academia),24 Oct 2022
Shinsou Hitoshi,24 Oct 2022
Yagi Toshinori | All Might,24 Oct 2022
League of Villains (My Hero Academia),24 Oct 2022
Eri (My Hero Academia),24 Oct 2022
Chisaki Kai | Overhaul,24 Oct 2022
Midoriya Izuku,24 Oct 2022
Takeyama Yuu | Mount Lady,24 Oct 2022
Midoriya Izuku,24 Oct 2022
Sensei | All For One,24 Oct 2022
Eri (My Hero Academia),24 Oct 2022
Uraraka Ochako,24 Oct 2022
Bakugou Katsuki,24 Oct 2022
Yaoyorozu Momo,24 Oct 2022
Kaminari Denki,24 Oct 2022
Ashido Mina,24 Oct 2022
Jirou Kyouka,24 Oct 2022
Shouji Mezou,24 Oct 2022
Kouda Kouji,24 Oct 2022
Iida Tenya,24 Oct 2022
Aizawa Shouta | Eraserhead,24 Oct 2022
Yamada Hizashi | Present Mic,24 Oct 2022
Nezu,24 Oct 2022
Iguchi Shuuichi | Spinner,24 Oct 2022
Shigaraki Tomura | Shimura Tenko,24 Oct 2022
Toga Himiko,24 Oct 2022
Midoriya Izuku,24 Oct 2022
Bakugou Katsuki,24 Oct 2022
Kouda Kouji,24 Oct 2022
Kirishima Eijirou,24 Oct 2022
Midoriya Izuku,24 Oct 2022
Kaminari Denki,24 Oct 2022
Todoroki Shouto,24 Oct 2022
Sero Hanta,24 Oct 2022
Hadou Nejire,24 Oct 2022
Tatsuma Ryuuko | Ryuukyuu,24 Oct 2022
,24 Oct 2022
Midoriya Izuku,22 Oct 2022
Yagi Toshinori | All Might,22 Oct 2022
Yamada Hizashi | Present Mic,22 Oct 2022
Uraraka Ochako,22 Oct 2022
Þórr | Thor (Norse Religion & Lore),22 Oct 2022
Tanngrisnir (Norse Religion & Lore),22 Oct 2022
Tanngnjóstr (Norse Religion & Lore),22 Oct 2022
Mokkurkálfi | Mist Calf (Norse Religion & Lore),22 Oct 2022
Bakugou Katsuki,22 Oct 2022
Midoriya Izuku,22 Oct 2022
Uraraka Ochako,22 Oct 2022
Yagi Toshinori | All Might,22 Oct 2022
Yaoyorozu Momo,22 Oct 2022
Todoroki Shouto,22 Oct 2022
Aizawa Shouta | Eraserhead,22 Oct 2022
Yamada Hizashi | Present Mic,22 Oct 2022
Original Female Character(s),22 Oct 2022
Midoriya Izuku,22 Oct 2022
Todoroki Shouto,22 Oct 2022
Yaoyorozu Momo,22 Oct 2022
Bakugou Katsuki,22 Oct 2022
Todoroki Shouto,22 Oct 2022
Sero Hanta,22 Oct 2022
Other Characters Mentioned,22 Oct 2022
Midoriya Izuku,22 Oct 2022
Kirishima Eijirou,22 Oct 2022
Bakugou Katsuki,22 Oct 2022
Todoroki Shouto,22 Oct 2022
Midoriya Izuku,22 Oct 2022
Sero Hanta,22 Oct 2022
Kaminari Denki,22 Oct 2022
Ashido Mina,22 Oct 2022
Shinsou Hitoshi,22 Oct 2022
Uraraka Ochako,22 Oct 2022
Eri (My Hero Academia),22 Oct 2022
Yaoyorozu Momo,22 Oct 2022
Jirou Kyouka,22 Oct 2022
Usagiyama Rumi | Miruko,22 Oct 2022
Takami Keigo | Hawks,22 Oct 2022
Bakugou Mitsuki,22 Oct 2022
Bakugou Masaru,22 Oct 2022
Kirishima Eijirou's Parents,22 Oct 2022
Shinsou Hitoshi,22 Oct 2022
Aizawa Shouta | Eraserhead,22 Oct 2022
Yamada Hizashi | Present Mic,22 Oct 2022
Class 1-A (My Hero Academia),22 Oct 2022
Original Male Character(s),22 Oct 2022
Midoriya Izuku,22 Oct 2022
Nedzu (My Hero Academia),22 Oct 2022
Yoarashi Inasa,22 Oct 2022
Iida Tenya,22 Oct 2022
Snipe (My Hero Academia),22 Oct 2022
Bakugou Katsuki,22 Oct 2022
Sako Atsuhiro | Mr. Compress,22 Oct 2022
Sasaki Mirai | Sir Nighteye,22 Oct 2022
Dabi | Todoroki Touya,22 Oct 2022
Ojiro Mashirao,22 Oct 2022
Monoma Neito,22 Oct 2022
Gunhead (My Hero Academia),22 Oct 2022
Ectoplasm (My Hero Academia),22 Oct 2022
Shigaraki Tomura | Shimura Tenko,22 Oct 2022
Kaminari Denki,22 Oct 2022
Todoroki Shouto,22 Oct 2022
Nishiya Shinji | Kamui Woods,22 Oct 2022
Kurogiri (My Hero Academia),22 Oct 2022
Sero Hanta,22 Oct 2022
Midoriya Izuku,22 Oct 2022
Shinsou Hitoshi,22 Oct 2022
Koichi Haimawari,22 Oct 2022
Aizawa Shouta | Eraserhead,22 Oct 2022
Kirishima Eijirou,22 Oct 2022
Yagi Toshinori | All Might,22 Oct 2022
Satou Rikidou,22 Oct 2022
Bubaigawara Jin | Twice,22 Oct 2022
Iida Tensei | Ingenium,22 Oct 2022
Chisaki Kai | Overhaul,22 Oct 2022
Bakugou Katsuki,22 Oct 2022
Midoriya Izuku,22 Oct 2022
Bakugou Katsuki,22 Oct 2022
Kirishima Eijirou,22 Oct 2022
Midoriya Izuku,22 Oct 2022
Kaminari Denki,22 Oct 2022
Ashido Mina,22 Oct 2022
Sero Hanta,22 Oct 2022
Hagakure Tooru,22 Oct 2022
Shinsou Hitoshi,22 Oct 2022
Aizawa Shouta | Eraserhead,22 Oct 2022
Shigaraki Tomura | Shimura Tenko,22 Oct 2022
Todoroki Shouto,22 Oct 2022
Tetsutetsu Tetsutetsu,22 Oct 2022
Bakugou Katsuki,22 Oct 2022
Todoroki Shouto,22 Oct 2022
Midoriya Izuku,22 Oct 2022
Yagi Toshinori | All Might,22 Oct 2022
Todoroki Shouto,22 Oct 2022
Bakugou Katsuki,22 Oct 2022
Kirishima Eijirou,22 Oct 2022
Sero Hanta,22 Oct 2022
Aizawa Shouta | Eraserhead,22 Oct 2022
Shuuzenji Chiyo | Recovery Girl,22 Oct 2022
Other Characters Mentioned,22 Oct 2022
Yoichi | First One For All User (My Hero Academia),22 Oct 2022
Second One For All User (My Hero Academia),22 Oct 2022
Third One For All User (My Hero Academia),22 Oct 2022
Shinomori Hikage,22 Oct 2022
Banjou Daigorou | Lariat,22 Oct 2022
En | Sixth One For All User (My Hero Academia),22 Oct 2022
Shimura Nana,22 Oct 2022
Shigaraki Tomura | Shimura Tenko,22 Oct 2022
Yaoyorozu Momo,22 Oct 2022
Todoroki Shouto,22 Oct 2022
Kaminari Denki,22 Oct 2022
Jirou Kyouka,22 Oct 2022
Ashido Mina,22 Oct 2022
Kirishima Eijirou,22 Oct 2022
Bakugou Katsuki,22 Oct 2022
Midoriya Izuku,22 Oct 2022
Uraraka Ochako,22 Oct 2022
Aizawa Shouta | Eraserhead,22 Oct 2022
Fukukado Emi | Ms. Joke,22 Oct 2022
,22 Oct 2022
Uraraka Ochako,22 Oct 2022
Jirou Kyouka,22 Oct 2022
Asui Tsuyu,22 Oct 2022
Ashido Mina,22 Oct 2022
Hagakure Tooru,22 Oct 2022
Yaoyorozu Momo,22 Oct 2022
Kendou Itsuka,22 Oct 2022
Class 1-A Girls (My Hero Academia),22 Oct 2022
Kirishima Eijirou,22 Oct 2022
Bakugou Katsuki,22 Oct 2022
Midoriya Izuku,22 Oct 2022
Todoroki Shouto,22 Oct 2022
Kirishima Eijirou,22 Oct 2022
Kaminari Denki,22 Oct 2022
Jirou Kyouka,22 Oct 2022
Sero Hanta,22 Oct 2022
Samelch | Tentacle Creature,19 Oct 2022
Toshinori Yagi | All might,19 Oct 2022
Midoriya Izuku | Deku,19 Oct 2022
Todoroki Shouto,19 Oct 2022
Midoriya Izuku,19 Oct 2022
Minor Characters,19 Oct 2022
Kirishima Eijirou,19 Oct 2022
Bakugou Katsuki,19 Oct 2022
Kaminari Denki,19 Oct 2022
Ashido Mina,19 Oct 2022
Bakugou Katsuki,19 Oct 2022
Kirishima Eijirou,19 Oct 2022
Yagi Toshinori | All Might,19 Oct 2022
Midoriya Izuku,19 Oct 2022
Bakugou Katsuki,19 Oct 2022
Midoriya Izuku,19 Oct 2022
Bakugou Katsuki,19 Oct 2022
Uraraka Ochako,19 Oct 2022
Todoroki Shouto,19 Oct 2022
Dabi | Todoroki Touya,19 Oct 2022
Toga Himiko,19 Oct 2022
Iida Tenya,19 Oct 2022
Todoroki Natsuo,19 Oct 2022
Bakugou Katsuki,19 Oct 2022
Kirishima Eijirou,19 Oct 2022
Ashido Mina,19 Oct 2022
Sero Hanta,19 Oct 2022
Toga Himiko,19 Oct 2022
Shigaraki Tomura | Shimura Tenko,19 Oct 2022
Dabi | Todoroki Touya,19 Oct 2022
Original Female Character(s),19 Oct 2022
Bakugou Katsuki,19 Oct 2022
Kirishima Eijirou,19 Oct 2022
Midoriya Izuku,19 Oct 2022
Yagi Toshinori | All Might,19 Oct 2022
Shigaraki Tomura | Shimura Tenko,19 Oct 2022
Rappa Kendou,19 Oct 2022
Bakugou Katsuki,19 Oct 2022
Kirishima Eijirou,19 Oct 2022
Ashido Mina,19 Oct 2022
Jirou Kyouka,19 Oct 2022
Sero Hanta,19 Oct 2022
Kaminari Denki,19 Oct 2022
Shinsou Hitoshi,19 Oct 2022
Uraraka Ochako,19 Oct 2022
Original Characters,19 Oct 2022
Kirishima Eijirou's Family,19 Oct 2022
Kaminari Denki,19 Oct 2022
Kirishima Eijirou,19 Oct 2022
Dabi | Todoroki Touya,19 Oct 2022
Kaminari Denki,19 Oct 2022
Midoriya Izuku,19 Oct 2022
Todoroki Shouto,19 Oct 2022
Bakugou Katsuki,19 Oct 2022
Todoroki Enji | Endeavor,19 Oct 2022
Original Characters,19 Oct 2022
,19 Oct 2022
Raven Branwen,19 Oct 2022
Qrow Branwen,19 Oct 2022
Summer Rose (RWBY),19 Oct 2022
Yang Xiao Long,19 Oct 2022
Ruby Rose (RWBY),19 Oct 2022
Eri (My Hero Academia),19 Oct 2022
Midoriya Izuku,19 Oct 2022
Jinx (League of Legends),19 Oct 2022
Vi (League of Legends),19 Oct 2022
Weiss Schnee,19 Oct 2022
Bakugou Katsuki,19 Oct 2022
Kaminari Denki,19 Oct 2022
Takami Keigo | Hawks,19 Oct 2022
Dabi | Todoroki Touya,19 Oct 2022
,19 Oct 2022
Bakugou Katsuki,19 Oct 2022
Aizawa Shouta | Eraserhead,19 Oct 2022
Midoriya Izuku,19 Oct 2022
Sero Hanta,19 Oct 2022
Todoroki Shouto,19 Oct 2022
Todoroki Enji | Endeavor,19 Oct 2022
Takami Keigo | Hawks,19 Oct 2022
Aizawa Shouta | Eraserhead,19 Oct 2022
Hakamata Tsunagu | Best Jeanist,19 Oct 2022
Todoroki Shouto,19 Oct 2022
Class 1-A (My Hero Academia),19 Oct 2022
Yamada Hizashi | Present Mic,19 Oct 2022
Midoriya Izuku,17 Oct 2022
Bakugou Katsuki,17 Oct 2022
Kaminari Denki,17 Oct 2022
Class 1-A (My Hero Academia),17 Oct 2022
Shinsou Hitoshi,17 Oct 2022
Yaoyorozu Momo,17 Oct 2022
Ojiro Mashirao,17 Oct 2022
Aoyama Yuuga,17 Oct 2022
Asui Tsuyu,17 Oct 2022
Iida Tenya,17 Oct 2022
Satou Rikidou,17 Oct 2022
Shouji Mezou,17 Oct 2022
Jirou Kyouka,17 Oct 2022
Sero Hanta,17 Oct 2022
Uraraka Ochako,17 Oct 2022
Tokoyami Fumikage,17 Oct 2022
Todoroki Shouto,17 Oct 2022
Hagakure Tooru,17 Oct 2022
Aizawa Shouta | Eraserhead,17 Oct 2022
Yagi Toshinori | All Might,17 Oct 2022
Mentioned Nedzu (My Hero Academia) - Character,17 Oct 2022
Yamada Hizashi | Present Mic,17 Oct 2022
Midoriya Izuku,17 Oct 2022
Bakugou Katsuki,17 Oct 2022
Todoroki Shouto,17 Oct 2022
Shuuzenji Chiyo | Recovery Girl,17 Oct 2022
Sakamata Kuugo | Gang Orca,17 Oct 2022
Kouda Kouji,17 Oct 2022
Bakugou Katsuki,17 Oct 2022
Todoroki Shouto,17 Oct 2022
Midoriya Izuku,17 Oct 2022
Dabi | Todoroki Touya,17 Oct 2022
Aizawa Shouta | Eraserhead,17 Oct 2022
Yamada Hizashi | Present Mic,17 Oct 2022
Shinsou Hitoshi,17 Oct 2022
Eri (My Hero Academia),17 Oct 2022
Takami Keigo | Hawks,17 Oct 2022
Original Characters,17 Oct 2022
Dabi | Todoroki Touya,17 Oct 2022
Shigaraki Tomura | Shimura Tenko,17 Oct 2022
Bakugou Katsuki,17 Oct 2022
Todoroki Shouto,17 Oct 2022
Uraraka Ochako,17 Oct 2022
Kirishima Eijirou,17 Oct 2022
Asui Tsuyu,17 Oct 2022
Dabi | Todoroki Touya,17 Oct 2022
Dabi | Todoroki Touya,17 Oct 2022
Takami Keigo | Hawks,17 Oct 2022
Original Hero Public Safety Commission Characters (My Hero Academia),17 Oct 2022
Hero Public Safety Commission President (My Hero Academia),17 Oct 2022
Hero Public Safety Commission (My Hero Academia),17 Oct 2022
Dabi | Todoroki Touya,17 Oct 2022
Takami Keigo | Hawks,17 Oct 2022
Kaminari Denki,17 Oct 2022
Midoriya Izuku,17 Oct 2022
Todoroki Shouto,17 Oct 2022
Todoroki Fuyumi,17 Oct 2022
Bakugou Katsuki,17 Oct 2022
Kirishima Eijirou,17 Oct 2022
Todoroki Rei,17 Oct 2022
Bakugou Katsuki,17 Oct 2022
Midoriya Izuku,17 Oct 2022
Kirishima Eijirou,17 Oct 2022
Todoroki Shouto,17 Oct 2022
Sero Hanta,17 Oct 2022
Kaminari Denki,17 Oct 2022
Midoriya Izuku,17 Oct 2022
Aizawa Shouta | Eraserhead,17 Oct 2022
Midoriya Izuku,17 Oct 2022
Hinata Shouyou,17 Oct 2022
Athanasia de Alger Obelia,17 Oct 2022
Lucas (Who Made Me A Princess),17 Oct 2022
Todoroki Shouto,17 Oct 2022
Uzumaki Naruto,17 Oct 2022
Bakugou Mitsuki,17 Oct 2022
Midoriya Inko,17 Oct 2022
Hatake Kakashi,17 Oct 2022
Gaara (Naruto),17 Oct 2022
Uchiha Sasuke,17 Oct 2022
Haruno Sakura,17 Oct 2022
Yagi Toshinori | All Might,17 Oct 2022
Sensei | All For One,17 Oct 2022
Dabi | Todoroki Touya,17 Oct 2022
Shinsou Hitoshi,17 Oct 2022
Mal (Disney),17 Oct 2022
Ben (Disney: Descendants),17 Oct 2022
Jay (Disney),17 Oct 2022
Carlos de Vil,17 Oct 2022
Evie (Disney),17 Oct 2022
Harry Hook,17 Oct 2022
Claude de Alger Obelia,17 Oct 2022
Diana (Who Made Me A Princess),17 Oct 2022
Marinette Dupain-Cheng | Ladybug,17 Oct 2022
Adrien Agreste | Chat Noir,17 Oct 2022
Luka Couffaine,17 Oct 2022
Midoriya Izuku,17 Oct 2022
Midoriya Inko,17 Oct 2022
Yagi Toshinori | All Might,17 Oct 2022
Class 1-A (My Hero Academia),17 Oct 2022
Aizawa Shouta | Eraserhead,17 Oct 2022
Illumi Zoldyck,17 Oct 2022
Hisoka (Hunter X Hunter),17 Oct 2022
Shigaraki Tomura | Shimura Tenko,17 Oct 2022
Dabi (My Hero Academia),17 Oct 2022
Isaac Netero,17 Oct 2022
Cheadle Yorkshire,17 Oct 2022
Mizaistom Nana,17 Oct 2022
Kuroro Lucifer | Chrollo Lucifer,17 Oct 2022
Pariston Hill,17 Oct 2022
Biscuit Krueger,17 Oct 2022
Takami Keigo | Hawks,17 Oct 2022
Dabi | Todoroki Touya,17 Oct 2022
Takami Keigo | Hawks,17 Oct 2022
Aizawa Shouta | Eraserhead,17 Oct 2022
Todoroki Shouto,17 Oct 2022
Bakugou Katsuki,17 Oct 2022
Kirishima Eijirou,17 Oct 2022
Kaminari Denki,17 Oct 2022
Midoriya Izuku,17 Oct 2022
Original Female Character(s),17 Oct 2022
Shinsou Hitoshi,17 Oct 2022
Bakugou Katsuki,17 Oct 2022
Shinsou Hitoshi's Family,17 Oct 2022
Hatsume Mei,17 Oct 2022
Kaminari Denki,17 Oct 2022
Todoroki Touya,17 Oct 2022
Dabi (My Hero Academia),17 Oct 2022
Takami Keigo | Hawks,17 Oct 2022
League of Villains (My Hero Academia),17 Oct 2022
Pro Heroes (My Hero Academia),17 Oct 2022
Original Female Character(s),17 Oct 2022
Yagi Toshinori | All Might,17 Oct 2022
Aizawa Shouta | Eraserhead,17 Oct 2022
Bakugou Katsuki,17 Oct 2022
Midoriya Izuku,17 Oct 2022
Todoroki Shouto,17 Oct 2022
Todoroki Rei,17 Oct 2022
Todoroki Enji | Endeavor,17 Oct 2022
Amajiki Tamaki,15 Oct 2022
Hadou Nejire,15 Oct 2022
Toogata Mirio,15 Oct 2022
Background & Cameo Characters,15 Oct 2022
Bakugou Katsuki,15 Oct 2022
Midoryia Izuku,15 Oct 2022
Todoroki Shouto,15 Oct 2022
Kaminari Denki,15 Oct 2022
Shinsou Hitoshi,15 Oct 2022
Aizawa Shouta | Erasherhead,15 Oct 2022
Yamada Hizashi | Present Mic,15 Oct 2022
Yaoyorozu Momo,15 Oct 2022
Jirou Kyoka,15 Oct 2022
Hagakure Tooru,15 Oct 2022
Mashirao Ojiro,15 Oct 2022
Shoji Mezou,15 Oct 2022
Tokoyami Fumikage,15 Oct 2022
Yuma Kobayashi (OC),15 Oct 2022
Mei Hatsume,15 Oct 2022
all of Class 1-A minus Mineta,15 Oct 2022
Dabi | Todoroki Touya,14 Oct 2022
Takami Keigo | Hawks,14 Oct 2022
League of Villains (My Hero Academia),14 Oct 2022
Aizawa Shouta | Eraserhead,14 Oct 2022
Tokoyami Fumikage,14 Oct 2022
Midoriya Izuku,14 Oct 2022
Todoroki Shouto,14 Oct 2022
Shinsou Hitoshi,14 Oct 2022
Kouda Kouji,14 Oct 2022
Hagakure Tooru,14 Oct 2022
Tsunotori Pony,14 Oct 2022
Tokage Setsuna,14 Oct 2022
Midoriya Izuku,15 Oct 2022
Bakugou Katsuki,15 Oct 2022
Aizawa Shouta | Eraserhead,15 Oct 2022
Dazai Osamu (Bungou Stray Dogs),15 Oct 2022
Takami Keigo | Hawks,15 Oct 2022
Shigaraki Tomura | Shimura Tenko,15 Oct 2022
Kayama Nemuri | Midnight,15 Oct 2022
Yamada Hizashi | Present Mic,15 Oct 2022
Nakahara Chuuya (Bungou Stray Dogs),15 Oct 2022
Midoriya Izuku,15 Oct 2022
Midoriya Inko,15 Oct 2022
Midoriya Hisashi,15 Oct 2022
Bakugou Katsuki,15 Oct 2022
Bakugou Mitsuki,15 Oct 2022
Class 1-A (My Hero Academia),15 Oct 2022
Yagi Toshinori | All Might,15 Oct 2022
Aizawa Shouta | Eraserhead,15 Oct 2022
Uraraka Ochako,15 Oct 2022
Todoroki Shouto,15 Oct 2022
Kirishima Eijirou,15 Oct 2022
Ashido Mina,15 Oct 2022
Kaminari Denki,15 Oct 2022
U.A. Faculty (My Hero Academia),15 Oct 2022
Aldera Middle School Students (My Hero Academia),15 Oct 2022
Mineta Minoru,15 Oct 2022
Death of the Endless,15 Oct 2022
Class 1-A (My Hero Academia),15 Oct 2022
Midoriya Izuku,15 Oct 2022
Shigaraki Tomura | Shimura Tenko,15 Oct 2022
Class 1-A (My Hero Academia),15 Oct 2022
Sensei | All For One,15 Oct 2022
League of Villains (My Hero Academia),15 Oct 2022
Aizawa Shouta | Eraserhead,15 Oct 2022
Yamada Hizashi | Present Mic,15 Oct 2022
Yagi Toshinori | All Might,15 Oct 2022
Nedzu (My Hero Academia),15 Oct 2022
Shuuzenji Chiyo | Recovery Girl,15 Oct 2022
Bakugou Katsuki,15 Oct 2022
Kirishima Eijirou,15 Oct 2022
Ashido Mina,15 Oct 2022
Kaminari Denki,15 Oct 2022
Sero Hanta,15 Oct 2022
Todoroki Shouto,15 Oct 2022
Iida Tenya,15 Oct 2022
Asui Tsuyu,15 Oct 2022
Uraraka Ochako,15 Oct 2022
Shinsou Hitoshi,15 Oct 2022
Yaoyorozu Momo,15 Oct 2022
Jirou Kyouka,15 Oct 2022
Ojiro Mashirao,15 Oct 2022
Hagakure Tooru,15 Oct 2022
Aoyama Yuuga,15 Oct 2022
Kouda Kouji,15 Oct 2022
Satou Rikidou,15 Oct 2022
Shouji Mezou,15 Oct 2022
Tokoyami Fumikage,15 Oct 2022
Yamada Hizashi | Present Mic,14 Oct 2022
Kayama Nemuri | Midnight,14 Oct 2022
Snipe (My Hero Academia),14 Oct 2022
Thirteen (My Hero Academia),14 Oct 2022
Kan Sekijirou | Vlad King,14 Oct 2022
Class 1-A (My Hero Academia),14 Oct 2022
Tsukauchi Naomasa,14 Oct 2022
Dabi | Todoroki Touya,15 Oct 2022
Shirakumo Oboro,15 Oct 2022
Shirakumo Oboro's Mother,15 Oct 2022
Shirakumo Oboro's Father,15 Oct 2022
Aizawa Shouta | Eraserhead,15 Oct 2022
Yamada Hizashi | Present Mic,15 Oct 2022
Kayama Nemuri | Midnight,15 Oct 2022
Midoriya Izuku,15 Oct 2022
"Akatani ""Yamikumo"" Mikumo",15 Oct 2022
Bakugou Katsuki,15 Oct 2022
Aizawa Shouta | Eraserhead,15 Oct 2022
Shinsou Hitoshi,15 Oct 2022
Tsukauchi Naomasa,15 Oct 2022
others mentioned - Character,15 Oct 2022
Yamada Hizashi | Present Mic,14 Oct 2022
Aizawa Shouta | Eraserhead,14 Oct 2022
Kayama Nemuri | Midnight,14 Oct 2022
Class 1-A (My Hero Academia),14 Oct 2022
Aizawa Shouta | Eraserhead,14 Oct 2022
Yagi Toshinori | All Might,14 Oct 2022
Midoriya Inko,14 Oct 2022
Midoriya Izuku,14 Oct 2022
Bakugou Katsuki,14 Oct 2022
Shinsou Hitoshi,14 Oct 2022
Kaminari Denki,14 Oct 2022
Kirishima Eijirou,14 Oct 2022
Shinsou Hitoshi,14 Oct 2022
Shinsou Hitoshi's Family,14 Oct 2022
Original Female Character(s),14 Oct 2022
Original Male Character(s),14 Oct 2022
Original Characters,14 Oct 2022
Maijima Higari | Power Loader,14 Oct 2022
Hatsume Mei,14 Oct 2022
Bakugou Katsuki,14 Oct 2022
League of Villains (My Hero Academia),14 Oct 2022
Midoriya Izuku,14 Oct 2022
Class 1-A (My Hero Academia),14 Oct 2022
Class 1-F (My Hero Academia),14 Oct 2022
Dabi | Todoroki Touya,14 Oct 2022
Uraraka Ochako,14 Oct 2022
Kayama Nemuri | Midnight,14 Oct 2022
Midoriya Izuku,14 Oct 2022
Bakugou Katsuki,14 Oct 2022
Todoroki Shouto,14 Oct 2022
Sasaki Mirai | Sir Nighteye,14 Oct 2022
Akaguro Chizome | Stain,14 Oct 2022
Yagi Toshinori | All Might,14 Oct 2022
Sensei | All For One,14 Oct 2022
League of Villains (My Hero Academia),14 Oct 2022
Eri,14 Oct 2022
Aizawa Shouta | Eraserhead,14 Oct 2022
Midoriya Izuku,14 Oct 2022
Yamada Hizashi | Present Mic,14 Oct 2022
Shinsou Hitoshi,14 Oct 2022
Kayama Nemuri | Midnight,14 Oct 2022
Yagi Toshinori | All Might,14 Oct 2022
Reader,14 Oct 2022
Original Characters,14 Oct 2022
Original Female Character(s),14 Oct 2022
Bakugou Katsuki,14 Oct 2022
Kirishima Eijirou,14 Oct 2022
Class 1-A (My Hero Academia),14 Oct 2022
