title,mixed fandom,ships,characters,hits,kudos,published,Deku,Bakugo,Deku & Bakugo,Aizawa,Prez Mic,Aizawa & Prez Mic,Aizawa & Deku,Enjiro,Bakugo & Kirishima,Shoto,Deku & Shoto,Dabi,Hawks,Dabi & Hawks,Uraraka,Deku & Uraraka,All Might,Deku & All Might,Class,Deku & Class,Denki,Shinsou,Denki & Shinsou,Deku & Shinsou,Reader,Bakugo & Reader,Bakugo & Shoto,Deku & Prez Mic,Mina,Kirashima,Mina & Kirashima,Jirou,Jirou & Denki,Shigaraki Tomura,Deku & Shigaraki Tomura,Aizawa & Shinsou,Nedzu,Deku & Nedzu,Deku & Reader
〈 𝐓𝐀𝐋𝐄𝐒 𝐅𝐑𝐎𝐌 𝐓𝐔𝐌𝐁𝐋𝐑 〉,"['Fandoms:\nChainsaw Man (Manga), Chainsaw Man (Anime), Shingeki no Kyojin | Attack on Titan, 原神 | Genshin Impact (Video Game), Haikyuu!!, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, 東京卍リベンジャーズ | Tokyo Revengers (Manga), 東京卍リベンジャーズ | Tokyo Revengers (Anime), Blue Lock (Manga), Blue Lock (Anime), 呪術廻戦 | Jujutsu Kaisen (Manga), 呪術廻戦 | Jujutsu Kaisen (Anime), 鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime), 鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Manga), Bleach (Anime & Manga)']",[],[],16564,182.0,2023-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Just a little too unlucky (to be alive, or dead?)",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic'],"['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Midoriya Izuku', 'Midoriya Inko', 'Bakugou Katsuki', 'Kaminari Denki', 'Shinsou Hitoshi', 'Uraraka Ochako', 'Todoroki Shouto', 'Tokoyami Fumikage']",149,4.0,2023-03-30,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not As Planned,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki/Kirishima Eijirou', 'Bakugou Katsuki/Kirishima Eijirou/Midoriya Izuku', 'Dabi | Todoroki Touya & Takami Keigo | Hawks']","['Bakugou Katsuki', 'Midoriya Izuku', 'Kirishima Eijirou', 'Uraraka Ochako', 'Ashido Mina', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Dabi | Todoroki Touya', 'Takami Keigo | Hawks']",2853,105.0,2023-03-30,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Control,"['Fandoms:\nBen 10 Series, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia']","['Midoriya Izuku & Everyone', 'Midoriya Izuku/Tsunotori Pony', 'Kirishima Eijirou & Midoriya Izuku', 'Midoriya Izuku & Toga Himiko', 'Ashido Mina & Midoriya Izuku', 'Eri & Midoriya Izuku', 'Midoriya Inko & Midoriya Izuku', 'Midoriya Inko/Tsukauchi Naomasa', 'Tsukauchi Naomasa & Yagi Toshinori | All Might', 'Kendou Itsuka & Yagi Toshinori | All Might', 'Jirou Kyouka/Kaminari Denki', 'Midoriya Izuku & Yanagi Reiko', 'Professor Paradox & Midoriya Izuku', 'Bakugou Katsuki & Kirishima Eijirou']","['Midoriya Izuku', 'Professor Paradox (Ben 10 Series)', 'Midoriya Inko', 'Kirishima Eijirou', ""Kirishima Eijirou's Father"", 'Tsukauchi Naomasa', 'Toga Himiko', 'Eri (My Hero Academia)', 'Ashido Mina', 'Original Characters', 'Bakugou Katsuki', 'Ben Tennyson', 'Azmuth (Ben 10 Series)', 'Kevin Levin', 'Gwen Tennyson', 'Sasaki Mirai | Sir Nighteye', 'Yagi Toshinori | All Might', 'Kendou Itsuka', 'Gran Torino (My Hero Academia)', 'Shuuzenji Chiyo | Recovery Girl', 'Tsunotori Pony', ""Tsunotori Pony's Mother"", 'Jirou Kyouka', 'Kaminari Denki', 'Yanagi Reiko', 'Aizawa Shouta | Eraserhead']",43451,632.0,2023-03-30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
a glimpse of us,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki/Reader', 'Midoriya Izuku/Reader']","['Bakugou Katsuki', 'Midoriya Izuku', 'Reader']",749,57.0,2023-03-30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Misguided,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Reader'],"['Bakugou Katsuki', 'Shigaraki Tomura | Shimura Tenko', 'Dabi | Todoroki Touya', 'League of Villains (My Hero Academia)', 'Sensei | All For One', 'Midoriya Izuku', 'Yagi Toshinori | All Might', 'Kaminari Denki', 'Kirishima Eijirou', 'Ashido Mina', 'Hagakure Tooru', 'Yaoyorozu Momo', 'Aizawa Shouta | Eraserhead']",4277,143.0,2023-03-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Transpired,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Class 1-A & Midoriya Izuku', 'Bakugou Katsuki/Midoriya Izuku', 'Midoriya Izuku & Sensei | All For One', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Midoriya Inko & Midoriya Izuku', 'League of Villains & Midoriya Izuku & Shigaraki Tomura | Shimura Tenko', 'Midoriya Izuku & Past One For All Users', 'Midoriya Izuku/Uraraka Ochako']","['Midoriya Izuku', 'Bakugou Katsuki', 'Todoroki Shouto', 'Uraraka Ochako', 'Class 1-A (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might', 'Midoriya Inko', 'Past One For All Users (My Hero Academia)', 'Original Male Character(s)', 'Shigaraki Tomura | Shimura Tenko', 'Toga Himiko', 'League of Villains (My Hero Academia)']",527,22.0,2023-03-30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Soul,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Reader', 'Bakugou Katsuki & Reader']","['Reader', 'Bakugou Katsuki', 'Original Characters', 'Kirishima Eijirou', 'Midoriya Izuku', 'Kaminari Denki', 'Todoroki Shouto', 'Class 1-A (My Hero Academia)']",1609,95.0,2023-03-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Story of Me and Deku,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Bakugou Mitsuki', 'Bakugou Masaru', 'Midoriya Inko', 'Midoriya Hisashi', 'Kirishima Eijirou', 'Kaminari Denki', 'Ashido Mina', 'Aizawa Shouta | Eraserhead', 'League of Villains (My Hero Academia)', 'Uraraka Ochako', 'Iida Tenya', 'Todoroki Shouto', 'Class 1-A (My Hero Academia)', 'Yagi Toshinori | All Might', 'Sensei | All For One', 'Past One For All Users (My Hero Academia)']",241,12.0,2023-03-30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curiosity Killed The Cat,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Kirishima Eijirou', 'Midoriya Izuku/Todoroki Shouto', 'Sero Hanta/Todoroki Shouto']","['Bakugou Katsuki', 'Kirishima Eijirou', 'Midoriya Izuku', 'Todoroki Shouto', 'Uraraka Ochako', 'Shinsou Hitoshi', 'Asui Tsuyu', 'Sero Hanta', 'Kaminari Denki', 'Utsushimi Camie', 'Ashido Mina']",431,14.0,2023-03-30,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Back to zero,"['Fandoms:\n文豪ストレイドッグス | Bungou Stray Dogs, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)']","['Dazai Osamu/Nakahara Chuuya (Bungou Stray Dogs)', 'Bakugou Katsuki/Midoriya Izuku', 'Akutagawa Ryuunosuke/Nakajima Atsushi (Bungou Stray Dogs)', 'Oda Sakunosuke/Ozaki Kouyou (Bungou Stray Dogs)', 'Fukuzawa Yukichi/Mori Ougai (Bungou Stray Dogs)', 'Minor or Background Relationship(s)']","['Armed Detective Agency Ensemble (Bungou Stray Dogs)', 'Port Mafia Ensemble (Bungou Stray Dogs)', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'League of Villains (My Hero Academia)', 'Decay of Angels Ensemble (Bungou Stray Dogs)', ""Bakugou Katsuki's Family"", ""Midoriya Izuku's Family"", 'Other Character Tags to Be Added', 'Todoroki Enji | Endeavor', 'Yagi Toshinori | All Might', 'Sensei | All For One']",4075,336.0,2023-03-30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I’m living in a nightmare, there’s parts of myself I cannot hide.",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],[],"['Bubaigawara Jin | Twice', 'Takami Keigo | Hawks', 'Dabi | Todoroki Touya', 'Original Hero Public Safety Commission Characters (My Hero Academia)', 'Toga Himiko']",442,69.0,2023-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Wish,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki & Todoroki Shouto', 'Bakugou Katsuki & Kirishima Eijirou', 'Amajiki Tamaki/Toogata Mirio', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Kaminari Denki/Shinsou Hitoshi']","['Bakugou Katsuki', 'Midoriya Izuku', 'Todoroki Shouto', 'Todoroki Enji | Endeavor', 'Aizawa Shouta | Eraserhead', 'Ashido Mina', 'Kaminari Denki', 'Kirishima Eijirou', 'Bakugou Mitsuki', 'Bakugou Masaru', 'Midoriya Inko', 'Tsukauchi Naomasa', 'Shinsou Hitoshi', 'Yamada Hizashi | Present Mic', 'Class 1-A (My Hero Academia)', 'Shigaraki Tomura | Shimura Tenko']",6956,314.0,2023-03-30,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
History Has Its Eyes On You,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki & Midoriya Izuku'],"['Midoriya Izuku', 'Bakugou Katsuki']",143,14.0,2023-03-30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Your New Pack,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Takami Keigo | Hawks/Reader', 'Midoriya Izuku/Reader', 'Todoroki Shouto/Reader', 'Bakugou Katsuki/Reader', 'Kirishima Eijirou/Reader', 'Dabi | Todoroki Touya/Reader']","['Takami Keigo | Hawks', 'Midoriya Izuku', 'Todoroki Shouto', 'Bakugou Katsuki', 'Kirishima Eijirou']",20614,724.0,2023-03-30,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
One Weak Moment,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Bakugou Katsuki/Midoriya Izuku']","['Aizawa Shouta | Eraserhead', 'Midoriya Izuku', 'Bakugou Katsuki', 'Yamada Hizashi | Present Mic', 'Midoriya Inko', 'Nezu']",16789,375.0,2023-03-30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Of Friendship and Sadness,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku', 'Jirou Kyouka/Kaminari Denki']","['Bakugou Katsuki', 'Jirou Kyouka', 'Midoriya Izuku', 'Kaminari Denki']",1043,45.0,2023-03-30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Dragonspell,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Inko/Yagi Toshinori | All Might', 'its minor and in the bg tho do not expect me to write romance', 'Class 1-A & Midoriya Izuku', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Midoriya Izuku & Todoroki Shouto', 'Midoriya Izuku & Shinsou Hitoshi', 'Midoriya Izuku & Uraraka Ochako', 'Iida Tenya & Midoriya Izuku']","['Midoriya Izuku', 'Midoriya Inko', 'Bakugou Katsuki', 'Yagi Toshinori | All Might', 'Class 1-A (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'U.A. Faculty (My Hero Academia)', 'Pro Heroes (My Hero Academia)', 'League of Villains (My Hero Academia)', 'Iida Tenya', 'Shinsou Hitoshi', 'Uraraka Ochako', 'Todoroki Shouto', 'Sludge Villain (My Hero Academia)']",1502,171.0,2023-03-30,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Start Of All Things,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Midoriya Izuku'],"['Midoriya Izuku', 'Bakugou Katsuki', 'Kirishima Eijirou', 'Ashido Mina', 'Kaminari Denki', 'Shinsou Hitoshi', 'Todoroki Shouto', 'Sero Hanta']",4186,476.0,2023-03-30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
storytelling brought to you by shoto todoroki,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki & Midoriya Izuku', 'Midoriya Izuku & Todoroki Shouto', 'Class 1-A & Midoriya Izuku']","['Midoriya Izuku', 'Bakugou Katsuki', 'Todoroki Shouto', 'Sero Hanta', 'Kirishima Eijirou', 'Kaminari Denki', 'Iida Tenya', 'Class 1-A Boys (My Hero Academia)']",373,66.0,2023-03-30,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
THREE WISHES,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],[],"['Shigaraki Tomura | Shimura Tenko', 'Shimura Hana', 'Shimura Family (My Hero Academia)', 'OC - Character', 'Genie OC']",10,1.0,2023-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helpful Friends and Unhelpful Assumptions,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Jirou Kyouka/Kaminari Denki', 'Kaminari Denki/Midoriya Izuku', 'Bakugou Katsuki/Midoriya Izuku', 'Minor or Background Relationship(s)', 'Sero Hanta/Todoroki Shouto']","['Midoriya Izuku', 'Kaminari Denki', 'Jirou Kyouka', 'Bakugou Katsuki', 'Aizawa Shouta | Eraserhead', 'Sero Hanta', 'Kirishima Eijirou', 'Ashido Mina', 'Uraraka Ochako']",1131,45.0,2023-03-30,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Lifelessly In Love,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Reader'],"['Bakugou Katsuki', 'Reader', 'Midoriya Izuku', 'Kirishima Eijirou', 'No.2 Pencil (LMAO)', 'Todoroki Shouto']",287,19.0,2023-03-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mina Ashido - Arrested!,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Ashido Mina/Kirishima Eijirou', 'Ashido Mina/Bakugou Katsuki/Kirishima Eijirou']","['Ashido Mina', 'Kirishima Eijirou', 'Bakugou Katsuki', 'Mineta Minoru', 'Original Male Character(s)']",886,14.0,2023-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Embers Of Criminality,"['Fandoms:\nAssassination Classroom, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia']","['Class 3-E (Assassination Classroom) & Midoriya Izuku', 'Inui Ryou | Hound Dog/Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Shirakumo Oboro/Yamada Hizashi | Present Mic']","['Midoriya Izuku', 'Tamakawa Sansa', 'Inui Ryou | Hound Dog', 'Shirakumo Oboro', 'Karasuma Tadaomi', 'Irina Jelavić', 'Korosensei (Assassination Classroom)', 'Class 3-E (Assassination Classroom)', 'Lovro Brovski']",1413,31.0,2023-03-30,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Sacrifices We Make,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku/Uraraka Ochako', 'Bakugou Katsuki/Utsushimi Camie', 'Todoroki Shouto/Yaoyorozu Momo', 'Jirou Kyouka/Kaminari Denki', 'Ashido Mina/Kirishima Eijirou']","['Midoriya Izuku', 'Uraraka Ochako', 'Bakugou Katsuki', 'Kaminari Denki', 'Kirishima Eijirou', 'Ashido Mina', 'Yaoyorozu Momo', 'Todoroki Shouto', 'Asui Tsuyu', 'Yagi Toshinori | All Might', 'Midoriya Inko']",423,14.0,2023-03-30,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
I'm not scared of the end (life always begins again),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku & Shigaraki Tomura | Shimura Tenko', 'Midoriya Izuku & Shirakumo Oboro']","['Midoriya Izuku', 'Sensei | All For One', 'Kurogiri (My Hero Academia)', 'Midoriya Inko', 'Midoriya Hisashi']",64,8.0,2023-03-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
In Which Dabi’s Tits Save the League and Dismantle Hero Society,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia']","['Dabi | Todoroki Touya/Takami Keigo | Hawks', 'Dabi | Todoroki Touya & Takami Keigo | Hawks', 'Dabi | Todoroki Touya & Todoroki Fuyumi & Todoroki Natsuo & Todoroki Shouto', 'Todoroki Fuyumi & Todoroki Natsuo & Todoroki Rei & Todoroki Shouto', 'Dabi | Todoroki Touya & League of Villains', 'League of Villains & Takami Keigo | Hawks', 'Dabi | Todoroki Touya & Toga Himiko', 'Aizawa Shouta | Eraserhead & Class 1-A']","['Toga Himiko', 'Dabi | Todoroki Touya', 'Sako Atsuhiro | Mr. Compress', 'Shigaraki Tomura | Shimura Tenko', 'Iguchi Shuuichi | Spinner', 'Hikiishi Kenji | Magne', 'Kurogiri (My Hero Academia)', 'Bubaigawara Jin | Twice', 'League of Villains (My Hero Academia)', 'Kaminari Denki', 'Midoriya Izuku', 'Bakugou Katsuki', 'Iida Tenya', 'Ashido Mina', 'Yaoyorozu Momo', 'Todoroki Shouto', 'Todoroki Natsuo', 'Todoroki Fuyumi', 'Todoroki Enji | Endeavor', 'Todoroki Rei', 'Hero Public Safety Commission (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might', 'Nedzu (My Hero Academia)', 'Tsukauchi Naomasa', 'Class 1-A (My Hero Academia)', 'Takami Keigo | Hawks']",1850,263.0,2023-03-29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Kirishima Eijirou'],"['Bakugou Katsuki', 'Kirishima Eijirou']",279,69.0,2023-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHR X MHA Oneshots,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), Katekyou Hitman Reborn!']",[],"['Midoriya Izuku', 'Sawada Tsunayoshi', 'Ten Years Later Sawada Tsunayoshi', 'Hibari Kyouya', 'Ten Years Later Hibari Kyouya - Character', 'Lambo Bovino', 'Ten Years Later Lambo Bovino', 'Gokudera Hayato', 'Ten Years Later Gokudera Hayato', 'Yamamoto Takeshi', 'Ten Years Later Yamamoto Takeshi', 'Sasagawa Ryouhei', 'Ten Years Later Sasagawa Ryouhei', 'Rokudou Mukuro', 'Ten Years Later Rokudou Mukuro', 'Aizawa Shouta | Eraserhead', 'Class 1-A (My Hero Academia)', 'Reborn (Katekyou Hitman Reborn!)']",431,37.0,2023-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All For Luz,"['Fandoms:\nThe Owl House (Cartoon), 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia']","['Amity Blight/Luz Noceda', 'Camila Noceda & Luz Noceda', 'Luz Noceda & Original Character(s)', 'Eda Clawthorne & Luz Noceda', 'Luz Noceda & Gus Porter', 'Eda Clawthorne/Raine Whispers', 'Hunter | The Golden Guard & Luz Noceda', 'Luz Noceda & Willow Park', 'Amity Blight & Willow Park']","['Amity Blight', 'Alador Blight', 'Camila Noceda', 'Eda Clawthorne', 'Gus Porter', 'Luz Noceda', 'Lilith Clawthorne', 'Odalia Blight', 'Raine Whispers', 'Principal Bump (The Owl House)', 'Original Characters', 'Philip Wittebane | Emperor Belos', 'Hunter | The Golden Guard (The Owl House)', 'Willow Park', 'Hexside Students (The Owl House)', 'Hooty (The Owl House)', 'King (The Owl House)', 'Original Human Character(s)', ""Vee's Goth Friend (The Owl House: Yesterday's Lie)"", 'Sensei | All For One']",8271,177.0,2023-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I’m not leaving you again, I promise",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead/Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead & Shinsou Hitoshi & Yamada Hizashi | Present Mic']","['Aizawa Shouta | Eraserhead', ""Yamada Hizashi | Present Mic's Family"", 'Shinsou Hitoshi']",476,24.0,2023-03-29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"As It Can, Can't, Shall, Shan't",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Amajiki Tamaki/Original Female Character(s)', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Nedzu (My Hero Academia)', 'Amajiki Tamaki', 'Toogata Mirio', 'Hadou Nejire', 'Sasaki Mirai | Sir Nighteye', 'Pro Heroes (My Hero Academia)', 'Toyomitsu Taishirou | Fat Gum', 'Kayama Nemuri | Midnight', 'Shirakumo Oboro', 'Thirteen (My Hero Academia)', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Midoriya Izuku', 'Bakugou Katsuki', 'Todoroki Shouto', 'Uraraka Ochako', 'Iida Tenya', 'Kirishima Eijirou', 'Kaminari Denki', 'Asui Tsuyu', 'Sero Hanta', 'Tokoyami Fumikage', 'Ashido Mina', 'Aoyama Yuuga', 'Satou Rikidou', 'Shouji Mezou', 'Hagakure Tooru', 'Yaoyorozu Momo', 'Jirou Kyouka', 'Ojiro Mashirao', 'Kouda Kouji', 'Shinsou Hitoshi', 'Yagi Toshinori | All Might', 'Sensei | All For One', 'Shigaraki Tomura | Shimura Tenko', 'Dabi | Todoroki Touya', 'Kurogiri (My Hero Academia)', 'Sako Atsuhiro | Mr. Compress', 'Iguchi Shuuichi | Spinner', 'Toga Himiko', 'Todoroki Enji | Endeavor', 'Monoma Neito', 'Hatsume Mei', 'Kuroiro Shihai']",5811,146.0,2023-03-30,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Low Visibility,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Ashido Mina/Reader', 'Jirou Kyouka/Reader', 'Komori Kinoko/Reader', 'Kirishima Eijirou/Reader']","['Ashido Mina', 'Jirou Kyouka', 'Bakugou Katsuki', 'Midoriya Izuku', 'Shinsou Hitoshi', 'U.A. Faculty (My Hero Academia)', 'Yaoyorozu Momo', 'Reader', 'Komori Kinoko', 'Class 1-A (My Hero Academia)']",119,1.0,2023-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
